question_id,selected_schema_with_connections
50,"CREATE TABLE satscores
(
	cds TEXT not null primary key,
	sname TEXT null, -- `school name` description: school name
	AvgScrMath INTEGER null, -- `average scores in Math` description: average scores in Math value description: average scores in Math
	foreign key (cds) references schools (CDSCode),
);

CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	School TEXT null, -- examples: `Postal Street Academy`
	Street TEXT null, --
	StreetAbr TEXT null, -- `street address` description: The abbreviated street address of the school, district, or administrative authority’s physical location. value description: The abbreviated street address of the school, district, or administrative authority’s physical location. Note: Some records (primarily records of closed or retired schools) may not have data in this field.
);

CREATE TABLE frpm
(
	CDSCode TEXT not null primary key,
	`School Name` TEXT null, -- description: School Name
	foreign key (CDSCode) references schools (CDSCode),
);"
51,"CREATE TABLE satscores
(
	cds TEXT not null primary key,
	AvgScrRead INTEGER null, -- `average scores in Reading` description: average scores in Reading value description: average scores in Reading
	foreign key (cds) references schools (CDSCode),
);

CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	School TEXT null, -- description: School
	Street TEXT null, --
	MailStrAbr TEXT null, -- examples: `One School St.`| `mailing street address` value description: the abbreviated mailing street address of the school, district, or administrative authority.Note: Many active entities have not provided a mailing street address. For your convenience we have filled the unpopulated MailStrAbr cells with StreetAbr data.
);

CREATE TABLE frpm
(
	CDSCode TEXT not null primary key,
	`School Name` TEXT null, -- description: School Name
	foreign key (CDSCode) references schools (CDSCode),
);"
52,"CREATE TABLE satscores
(
	cds TEXT not null primary key,
	AvgScrRead INTEGER null, -- `average scores in Reading` description: average scores in Reading value description: average scores in Reading
	AvgScrMath INTEGER null, -- `average scores in Math` description: average scores in Math value description: average scores in Math
	AvgScrWrite INTEGER null, -- `average scores in writing` description: average scores in writing value description: average scores in writing
	foreign key (cds) references schools (CDSCode),
);

CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	School TEXT null, -- examples: `MethodSchools`
	City TEXT null, -- examples: `Lakeport`
	MailCity TEXT null, -- examples: `Lakeport`
);"
53,"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	School TEXT null, -- examples: `Fresno ROP`| description: School
	City TEXT null, -- examples: `Fresno`| description: City
	MailCity TEXT null, -- examples: `Fresno`| `mailing city` value description: The city associated with the mailing address of the school, district, or administrative authority. Note: Many entities have not provided a mailing address city. For your convenience we have filled the unpopulated MailCity cells with City data.
);

CREATE TABLE satscores
(
	cds TEXT not null primary key,
	NumTstTakr INTEGER not null, -- `Number of Test Takers` description: Number of Test Takers in this school value description: number of test takers in each school
	foreign key (cds) references schools (CDSCode),
);"
54,"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	School TEXT null, -- examples: `MethodSchools`| description: School
	Zip TEXT null, --
	MailZip TEXT null, -- `mailing zip` value description: The zip code associated with the mailing address of the school, district, or administrative authority. Note: Many entities have not provided a mailing address zip code. For your convenience we have filled the unpopulated MailZip cells with Zip data.
	AdmFName1 TEXT null, -- examples: `Avetik`| `administrator's first name` description: administrator's first name value description: The superintendent’s or principal’s first name.    Only active and pending districts and schools will display administrator information, if applicable.
	AdmLName1 TEXT null, -- examples: `Atoian`, `Administration`| `administrator's last name` description: administrator's last name value description: The superintendent’s or principal’s last name.   Only active and pending districts and schools will display administrator information, if applicable.
);"
55,"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	County TEXT not null, -- examples: `Colusa`, `Humboldt`
	School TEXT null, -- examples: `Humboldt ROP`, `California High`
	State TEXT null, --
	MailState TEXT null, -- `mailing state` value description: The state within the mailing address. For your convenience we have filled the unpopulated MailState cells with State data.
);"
56,"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	StatusType TEXT not null, -- examples: `Active`
	County TEXT not null, -- examples: `San Joaquin`| description: County name
	School TEXT null, -- examples: `California High`| description: School
	State TEXT null, -- description: State
	MailState TEXT null, -- `mailing state` value description: The state within the mailing address. For your convenience we have filled the unpopulated MailState cells with State data.
);"
57,"CREATE TABLE satscores
(
	cds TEXT not null primary key,
	AvgScrWrite INTEGER null, -- `average scores in writing` description: average scores in writing value description: average scores in writing
	foreign key (cds) references schools (CDSCode),
);

CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	School TEXT null, -- description: School
	Phone TEXT null, -- description: Phone
	Ext TEXT null, -- `extension` description: The phone number extension of the school, district, or administrative authority. value description: The phone number extension of the school, district, or administrative authority.
);"
58,"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	School TEXT null, -- description: School
	Zip TEXT null, -- examples: `95203-3704`
	Phone TEXT null, -- description: Phone
	Ext TEXT null, -- `extension` description: The phone number extension of the school, district, or administrative authority. value description: The phone number extension of the school, district, or administrative authority.
);

CREATE TABLE frpm
(
	CDSCode TEXT not null primary key,
	`School Name` TEXT null, -- description: School Name
	foreign key (CDSCode) references schools (CDSCode),
);"
59,"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	School TEXT null, -- examples: `MethodSchools`| description: School
	Website TEXT null, -- description: The website address of the school, district, or administrative authority. value description: The website address of the school, district, or administrative authority.
	AdmFName1 TEXT null, -- examples: `Mike`, `Dante`| `administrator's first name` description: administrator's first name value description: The superintendent’s or principal’s first name.    Only active and pending districts and schools will display administrator information, if applicable.
	AdmLName1 TEXT null, -- examples: `Larson`, `Alvarez`| `administrator's last name` description: administrator's last name value description: The superintendent’s or principal’s last name.   Only active and pending districts and schools will display administrator information, if applicable.
	AdmFName2 TEXT null, -- examples: `Mike`
	AdmLName2 TEXT null, --
);"
6,"CREATE TABLE satscores
(
	cds TEXT not null primary key,
	NumTstTakr INTEGER not null, -- `Number of Test Takers` description: Number of Test Takers in this school value description: number of test takers in each school
	foreign key (cds) references schools (CDSCode),
);

CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	School TEXT null, -- examples: `MethodSchools`
	Magnet INTEGER null, -- description: This field identifies whether a school is a magnet school and/or provides a magnet program. value description: The field is coded as follows:  ·       Y = Magnet - The school is a magnet school and/or offers a magnet program.  ·       N = Not Magnet - The school is not a magnet school and/or does not offer a magnet program.    Note: Preschools and adult education centers do not contain a magnet school indicator.
);"
60,"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	County TEXT not null, -- examples: `San Joaquin`
	School TEXT null, -- examples: `Virtual Pre`
	Website TEXT null, -- description: The website address of the school, district, or administrative authority. value description: The website address of the school, district, or administrative authority.
	Charter INTEGER null, -- description: This field identifies a charter school. value description: The field is coded as follows:  ·       1 = The school is a charter  ·       0 = The school is not a charter
	Virtual TEXT null, -- description: This field identifies the type of virtual instruction offered by the school. Virtual instruction is instruction in which students and teachers are separated by time and/or location, and interaction occurs via computers and/or telecommunications technologies. value description: The field is coded as follows:  ·       F = Exclusively Virtual – The school has no physical building where students meet with each other or with teachers, all instruction is virtual.  ·       V = Primarily Virtual – The school focuses on a systematic program of virtual instruction but includes some physical meetings among students or with teachers.  ·       C = Primarily Classroom – The school offers virtual courses but virtual instruction is not the primary means of instruction.  ·       N = Not Virtual – The school does not offer any virtual instruction.  ·       P = Partial Virtual – The school offers some, but not all, instruction through virtual instruction. Note: This value was retired and replaced with the Primarily Virtual and Primarily Classroom values beginning with the 2016–17 school year.
);"
61,"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	District TEXT not null, --
	School TEXT null, -- examples: `Bay Elementary`
	City TEXT null, -- examples: `Hickman`
	Charter INTEGER null, -- description: This field identifies a charter school. value description: The field is coded as follows:  ·       1 = The school is a charter  ·       0 = The school is not a charter
	DOC TEXT not null, -- `District Ownership Code` description: District Ownership Code value description: The District Ownership Code (DOC) is the numeric code used to identify the category of the Administrative Authority. •       00 - County Office of Education •       02 – State Board of Education •       03 – Statewide Benefit Charter •       31 – State Special Schools •       34 – Non-school Location* •       52 – Elementary School District •       54 – Unified School District •       56 – High School District •       98 – Regional Occupational Center/Program (ROC/P)  *Only the California Education Authority has been included in the non-school location category.
);"
