correct_schema_str,question_id
"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	School TEXT null, -- examples: `MethodSchools`| description: School
	MailZip TEXT null, -- `mailing zip` value description: The zip code associated with the mailing address of the school, district, or administrative authority. Note: Many entities have not provided a mailing address zip code. For your convenience we have filled the unpopulated MailZip cells with Zip data.
	AdmFName1 TEXT null, -- examples: `Avetik`| `administrator's first name` description: administrator's first name value description: The superintendent’s or principal’s first name.    Only active and pending districts and schools will display administrator information, if applicable.
	AdmLName1 TEXT null, -- examples: `Atoian`, `Administration`| `administrator's last name` description: administrator's last name value description: The superintendent’s or principal’s last name.   Only active and pending districts and schools will display administrator information, if applicable.
);",54
"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	County TEXT not null, -- examples: `Colusa`, `Humboldt`
	MailState TEXT null, -- `mailing state` value description: The state within the mailing address. For your convenience we have filled the unpopulated MailState cells with State data.
);",55
"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	StatusType TEXT not null, -- examples: `Active`
	City TEXT null, -- examples: `San Joaquin`| description: City
	MailState TEXT null, -- `mailing state` value description: The state within the mailing address. For your convenience we have filled the unpopulated MailState cells with State data.
);",56
"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	Phone TEXT null, -- description: Phone
	Ext TEXT null, -- `extension` description: The phone number extension of the school, district, or administrative authority. value description: The phone number extension of the school, district, or administrative authority.
);

CREATE TABLE satscores
(
	cds TEXT not null primary key,
	AvgScrWrite INTEGER null, -- `average scores in writing` description: average scores in writing value description: average scores in writing
	foreign key (cds) references schools (CDSCode),
);",57
"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	School TEXT null, -- description: School
	Zip TEXT null, -- examples: `95203-3704`
	Phone TEXT null, -- description: Phone
	Ext TEXT null, -- `extension` description: The phone number extension of the school, district, or administrative authority. value description: The phone number extension of the school, district, or administrative authority.
);",58
"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	Website TEXT null, -- description: The website address of the school, district, or administrative authority. value description: The website address of the school, district, or administrative authority.
	AdmFName1 TEXT null, -- examples: `Mike`, `Dante`| `administrator's first name` description: administrator's first name value description: The superintendent’s or principal’s first name.    Only active and pending districts and schools will display administrator information, if applicable.
	AdmLName1 TEXT null, -- examples: `Larson`, `Alvarez`| `administrator's last name` description: administrator's last name value description: The superintendent’s or principal’s last name.   Only active and pending districts and schools will display administrator information, if applicable.
);",59
"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	County TEXT not null, -- examples: `San Joaquin`
	Website TEXT null, -- description: The website address of the school, district, or administrative authority. value description: The website address of the school, district, or administrative authority.
	Charter INTEGER null, -- description: This field identifies a charter school. value description: The field is coded as follows:  ·       1 = The school is a charter  ·       0 = The school is not a charter
	Virtual TEXT null, -- description: This field identifies the type of virtual instruction offered by the school. Virtual instruction is instruction in which students and teachers are separated by time and/or location, and interaction occurs via computers and/or telecommunications technologies. value description: The field is coded as follows:  ·       F = Exclusively Virtual – The school has no physical building where students meet with each other or with teachers, all instruction is virtual.  ·       V = Primarily Virtual – The school focuses on a systematic program of virtual instruction but includes some physical meetings among students or with teachers.  ·       C = Primarily Classroom – The school offers virtual courses but virtual instruction is not the primary means of instruction.  ·       N = Not Virtual – The school does not offer any virtual instruction.  ·       P = Partial Virtual – The school offers some, but not all, instruction through virtual instruction. Note: This value was retired and replaced with the Primarily Virtual and Primarily Classroom values beginning with the 2016–17 school year.
);",60
"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	School TEXT null, -- examples: `Bay Elementary`
	City TEXT null, -- examples: `Hickman`
	Charter INTEGER null, -- description: This field identifies a charter school. value description: The field is coded as follows:  ·       1 = The school is a charter  ·       0 = The school is not a charter
	DOC TEXT not null, -- `District Ownership Code` description: District Ownership Code value description: The District Ownership Code (DOC) is the numeric code used to identify the category of the Administrative Authority. •       00 - County Office of Education •       02 – State Board of Education •       03 – Statewide Benefit Charter •       31 – State Special Schools •       34 – Non-school Location* •       52 – Elementary School District •       54 – Unified School District •       56 – High School District •       98 – Regional Occupational Center/Program (ROC/P)  *Only the California Education Authority has been included in the non-school location category.
);",61
"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	County TEXT not null, -- examples: `Los Angeles`
	School TEXT null, -- examples: `Epic Charter`
	Charter INTEGER null, -- description: This field identifies a charter school. value description: The field is coded as follows:  ·       1 = The school is a charter  ·       0 = The school is not a charter
);

CREATE TABLE frpm
(
	CDSCode TEXT not null primary key,
	`Enrollment (K-12)` REAL null, -- description: Enrollment (K-12) value description: K-12: 1st grade - 12nd grade
	`Free Meal Count (K-12)` REAL null, -- description: Free Meal Count (K-12) value description: eligible free rate = Free Meal Count / Enrollment
	foreign key (CDSCode) references schools (CDSCode),
);",62
"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	School TEXT null, -- examples: `Epic Charter`
	City TEXT null, --
	Charter INTEGER null, -- description: This field identifies a charter school. value description: The field is coded as follows:  ·       1 = The school is a charter  ·       0 = The school is not a charter
	CharterNum TEXT null, -- examples: `00D2`| description: The charter school number, value description: 4-digit number assigned to a charter school.
	AdmFName1 TEXT null, -- `administrator's first name` description: administrator's first name value description: The superintendent’s or principal’s first name.    Only active and pending districts and schools will display administrator information, if applicable.
	AdmLName1 TEXT null, -- examples: `Fuller`| `administrator's last name` description: administrator's last name value description: The superintendent’s or principal’s last name.   Only active and pending districts and schools will display administrator information, if applicable.
);",63
"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	MailCity TEXT null, -- examples: `Hickman`| `mailing city` value description: The city associated with the mailing address of the school, district, or administrative authority. Note: Many entities have not provided a mailing address city. For your convenience we have filled the unpopulated MailCity cells with City data.
	CharterNum TEXT null, -- examples: `00D4`| description: The charter school number, value description: 4-digit number assigned to a charter school.
);",64
"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	County TEXT not null, -- examples: `Santa Clara`
	Charter INTEGER null, -- description: This field identifies a charter school. value description: The field is coded as follows:  ·       1 = The school is a charter  ·       0 = The school is not a charter
	FundingType TEXT null, -- examples: `Locally funded`| description: Indicates the charter school funding type value description: Values are as follows:  ·       Not in CS (California School) funding model  ·       Locally funded  ·       Directly funded
);",65
"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	County TEXT not null, -- examples: `Stanislaus`
	School TEXT null, -- examples: `MethodSchools`
	OpenDate DATE null, -- examples: `1997-09-01`| description: The date the school opened.
	FundingType TEXT null, -- examples: `Directly funded`| description: Indicates the charter school funding type value description: Values are as follows:  ·       Not in CS (California School) funding model  ·       Locally funded  ·       Directly funded
);",66
"CREATE TABLE schools
(
	CDSCode TEXT not null primary key,
	School TEXT null, -- examples: `Community Middle College`
	City TEXT null, -- examples: `San Francisco`| description: City
	ClosedDate DATE null, -- examples: `1994-06-30`| description: The date the school closed.
	DOCType TEXT not null, --
);",67
