question_id,selected_schema_with_connections
566,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, -- description: the post id
	OwnerUserId INTEGER null, -- `Owner User Id` description: the id of the owner user
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	Reputation INTEGER null, --
);

CREATE TABLE postHistory
(
	Id INTEGER not null UNIQUE primary key, --
	PostId INTEGER null, --
	UserId INTEGER null, -- `User Id` description: the user who post the post
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
567,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `Tiago Pasqualini`, `Tiago`| `Display Name` description: the user's display name
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, -- `Owner User Id` description: the id of the owner user
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	OwnerDisplayName TEXT null, -- `Owner Display Name` description: the display name of the post owner
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
568,"CREATE TABLE votes
(
	Id INTEGER not null primary key, -- description: the vote id
	PostId INTEGER null, -- `Post Id` description: the id of the post that is voted
	UserId INTEGER null, -- `User Id` description: the id of the voter
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `user`, `name`| `Display Name` description: the user's display name
);"
569,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, --
	Title TEXT null, -- description: the title of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE votes
(
	Id INTEGER not null primary key, --
	PostId INTEGER null, -- `Post Id` description: the id of the post that is voted
	UserId INTEGER null, --
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
);"
570,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `DatEpicCoderGuyWhoPrograms`, `name`| `Display Name` description: the user's display name
);

CREATE TABLE badges
(
	Id INTEGER not null primary key, -- description: the badge id
	UserId INTEGER null, --
	Name TEXT null, -- description: the badge name the user obtained
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
571,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, -- `Owner User Id` description: the id of the owner user
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE votes
(
	Id INTEGER not null primary key, -- description: the vote id
	PostId INTEGER null, -- `Post Id` description: the id of the post that is voted
	UserId INTEGER null, -- `User Id` description: the id of the voter
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
);"
572,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	ViewCount INTEGER null, -- `View Count` description: the view count of the post value description: Higher view count means the post has higher popularity
	OwnerUserId INTEGER null, --
	Title TEXT null, -- description: the title of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	Views INTEGER null, -- description: the number of views
);"
573,"CREATE TABLE comments
(
	Id INTEGER not null primary key, --
	PostId INTEGER null, --
	Score INTEGER null, -- description: rating score value description: The score is from 0 to 100. The score more than 60 refers that the comment is a positive comment. The score less than 60 refers that the comment is a negative comment.
	Text TEXT null, -- description: the detailed content of the comment
	UserId INTEGER null, --
);

CREATE TABLE postHistory
(
	Id INTEGER not null UNIQUE primary key, --
	Comment TEXT null, -- description: comments of the post
);"
574,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `user`| `Display Name` description: the user's display name
	WebsiteUrl TEXT null, -- `Website Url` description: the website url of the user account
);"
575,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, -- description: the user id
	DisplayName TEXT null, -- examples: `SilentGhost`, `user`, `name`| `Display Name` description: the user's display name
);

CREATE TABLE badges
(
	Id INTEGER not null primary key, -- description: the badge id
	UserId INTEGER null, --
	Name TEXT null, -- description: the badge name the user obtained
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
576,"CREATE TABLE comments
(
	Id INTEGER not null primary key, --
	PostId INTEGER null, --
	Text TEXT null, -- description: the detailed content of the comment
	UserId INTEGER null, -- `User Id` description: the id of the user who post the comment
	UserDisplayName TEXT null, -- `User Display Name` description: user's display name
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `user`, `Thank you`| `Display Name` description: the user's display name
);"
577,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `A Lion`, `user`| `Display Name` description: the user's display name
);

CREATE TABLE comments
(
	Id INTEGER not null primary key, -- description: the comment Id
	PostId INTEGER null, --
	Text TEXT null, -- description: the detailed content of the comment
	UserId INTEGER null, -- `User Id` description: the id of the user who post the comment
	UserDisplayName TEXT null, -- `User Display Name` description: user's display name
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);

CREATE TABLE postHistory
(
	Id INTEGER not null UNIQUE primary key, --
	UserId INTEGER null, -- `User Id` description: the user who post the post
	Comment TEXT null, -- description: comments of the post
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
578,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, --
	Title TEXT null, -- description: the title of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	OwnerDisplayName TEXT null, -- `Owner Display Name` description: the display name of the post owner
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	Reputation INTEGER null, -- description: the user's reputation value description: The user with higher reputation has more influence.
	DisplayName TEXT null, -- examples: `user`| `Display Name` description: the user's display name
);"
579,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, --
	Title TEXT null, -- description: the title of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE comments
(
	Id INTEGER not null primary key, -- description: the comment Id
	PostId INTEGER null, --
	Text TEXT null, -- description: the detailed content of the comment
	UserId INTEGER null, --
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE postHistory
(
	Id INTEGER not null UNIQUE primary key, --
	PostId INTEGER null, --
	Comment TEXT null, -- description: comments of the post
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
);"
580,"CREATE TABLE badges
(
	Id INTEGER not null primary key, -- description: the badge id
	UserId INTEGER null, --
	Name TEXT null, -- examples: `Necromancer`| description: the badge name the user obtained
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `Name`| `Display Name` description: the user's display name
);"
581,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, --
	Title TEXT null, -- description: the title of the post
	LastEditorUserId INTEGER null, -- `Last Editor User Id` description: the id of the last editor
	ParentId INTEGER null, --
	OwnerDisplayName TEXT null, -- `Owner Display Name` description: the display name of the post owner
	LastEditorDisplayName TEXT null, -- `Last Editor Display Name` description: the display name of the last editor
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `editor`, `data`| `Display Name` description: the user's display name
);"
582,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `Vebjorn Ljosa`
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, --
	Title TEXT null, -- description: the title of the post
	LastEditorUserId INTEGER null, -- `Last Editor User Id` description: the id of the last editor
	ParentId INTEGER null, --
	OwnerDisplayName TEXT null, -- `Owner Display Name` description: the display name of the post owner
	LastEditorDisplayName TEXT null, -- `Last Editor Display Name` description: the display name of the last editor
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
583,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `Yevgeny`
	WebsiteUrl TEXT null, --
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	Score INTEGER null, -- description: the score of the post
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, -- `Last Editor User Id` description: the id of the last editor
	ParentId INTEGER null, --
	LastEditorDisplayName TEXT null, -- `Last Editor Display Name` description: the display name of the last editor
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
